,Pair,RC,IRS,STS,VTS,RRS,SD,TD,Target
60,"(110, 138)",75,0,25,35,100,3,176,0
61,"(110, 139)",75,0,25,35,100,3,175,0
62,"(110, 140)",80,26.66666667,50,50,95,2,3,0
63,"(110, 141)",80,26.66666667,50,50,95,2,16,0
64,"(110, 142)",90,60,85,95,100,0,66,1
65,"(111, 112)",60,0,35,45,100,4,28,1
66,"(111, 113)",60,0,30,30,95,4,36,0
67,"(111, 114)",60,0,35,35,100,4,12,0
68,"(111, 115)",60,0,5,10,100,2,270,0
69,"(111, 116)",60,0,5,15,100,2,271,0
70,"(111, 117)",65,15.47619048,15,15,80,1,80,0
71,"(111, 118)",45,12.14285714,5,15,60,3,264,0
72,"(111, 119)",75,0,15,15,100,3,129,0
73,"(111, 120)",60,17.14285714,10,15,100,2,132,0
74,"(111, 121)",70,17.14285714,10,10,100,2,250,0
75,"(111, 122)",60,25.3968254,10,10,100,2,191,0
76,"(111, 123)",70,14.28571429,10,20,100,0,28,0
77,"(111, 124)",70,14.28571429,15,20,95,0,11,0
78,"(111, 125)",75,15.47619048,30,30,95,1,61,0
79,"(111, 126)",70,14.28571429,40,45,100,0,57,0
80,"(111, 127)",55,0,20,25,100,3,61,0
81,"(111, 128)",55,15.47619048,30,45,95,1,23,0
82,"(111, 129)",45,0,15,25,90,1,44,0
83,"(111, 130)",70,0,45,55,100,2,105,0
84,"(111, 131)",65,15.47619048,5,25,90,1,15,0
85,"(111, 132)",65,0,20,30,100,5,99,0
86,"(111, 133)",60,0,0,5,100,4,148,0
87,"(111, 134)",65,0,20,25,95,5,422,0
88,"(111, 135)",70,17.14285714,10,25,100,2,112,0
89,"(111, 136)",75,0,15,30,90,3,137,0
90,"(111, 137)",70,0,65,65,100,2,9,0
91,"(111, 138)",65,0,20,25,100,5,259,0
92,"(111, 139)",65,0,20,25,100,5,258,0
93,"(111, 140)",60,0,20,25,95,4,86,0
94,"(111, 141)",60,0,20,25,95,4,99,0
95,"(111, 142)",80,0,20,25,100,2,149,0
96,"(112, 113)",100,100,45,45,95,0,8,0
97,"(112, 114)",100,100,35,35,100,0,16,0
98,"(112, 115)",80,53.33333333,5,10,100,2,298,0
99,"(112, 116)",80,26.66666667,5,10,100,2,299,0
100,"(112, 117)",65,0,15,15,80,3,108,0
101,"(112, 118)",55,43.33333333,0,10,60,7,292,0
102,"(112, 119)",65,0,15,15,100,1,157,0
103,"(112, 120)",60,0,5,10,100,2,160,0
104,"(112, 121)",70,26.66666667,5,5,100,2,278,0
105,"(112, 122)",60,0,10,10,100,6,219,0
106,"(112, 123)",70,23.80952381,15,25,100,4,56,0
107,"(112, 124)",70,23.80952381,15,20,95,4,39,0
108,"(112, 125)",65,25,20,30,95,3,33,0
109,"(112, 126)",60,0,25,30,100,4,29,0
110,"(112, 127)",85,29.16666667,5,15,100,1,33,0
111,"(112, 128)",75,25,15,20,95,3,5,0
112,"(112, 129)",75,25,25,35,90,3,16,0
113,"(112, 130)",60,0,10,15,100,2,133,0
114,"(112, 131)",75,25,20,35,90,3,13,0
115,"(112, 132)",85,41.66666667,5,20,100,1,127,0
116,"(112, 133)",80,33.33333333,25,15,100,0,120,0
117,"(112, 134)",85,41.66666667,20,25,95,1,394,0
118,"(112, 135)",80,26.66666667,10,30,100,2,84,0
119,"(112, 136)",75,0,25,35,90,1,109,0
120,"(112, 137)",60,0,25,25,100,2,19,0
121,"(112, 138)",75,0,20,25,100,1,287,0
122,"(112, 139)",75,0,20,25,100,1,286,0
123,"(112, 140)",80,0,20,25,95,0,114,0
124,"(112, 141)",80,0,20,25,95,0,127,0
125,"(112, 142)",70,26.66666667,20,25,100,2,177,0
126,"(113, 114)",100,100,85,85,95,0,24,1
127,"(113, 115)",80,53.33333333,0,0,95,2,306,0
128,"(113, 116)",80,26.66666667,0,0,95,2,307,0
129,"(113, 117)",65,0,20,20,75,3,116,0
130,"(113, 118)",55,43.33333333,10,10,55,7,300,0
131,"(113, 119)",65,0,20,15,95,1,165,0
132,"(113, 120)",60,0,20,20,95,2,168,0
133,"(113, 121)",70,26.66666667,20,20,95,2,286,0
134,"(113, 122)",60,0,40,45,95,6,227,0
135,"(113, 123)",70,23.80952381,40,55,95,4,64,0
136,"(113, 124)",70,23.80952381,45,45,90,4,47,0
137,"(113, 125)",65,25,55,55,90,3,25,0
138,"(113, 126)",60,0,50,55,95,4,21,0
139,"(113, 127)",85,29.16666667,15,20,95,1,25,0
140,"(113, 128)",75,25,15,10,90,3,13,0
141,"(113, 129)",75,25,30,25,85,3,8,0
142,"(113, 130)",60,0,0,0,95,2,141,0
143,"(113, 131)",75,25,20,20,85,3,21,0
144,"(113, 132)",85,41.66666667,0,0,95,1,135,0
145,"(113, 133)",80,33.33333333,0,0,95,0,112,0
146,"(113, 134)",85,41.66666667,50,60,90,1,386,0
147,"(113, 135)",80,26.66666667,20,35,95,2,76,0
148,"(113, 136)",75,0,15,15,85,1,101,0
149,"(113, 137)",60,0,15,15,95,2,27,0
150,"(113, 138)",75,0,25,25,95,1,295,0
151,"(113, 139)",75,0,25,30,95,1,294,0
152,"(113, 140)",80,0,45,50,90,0,122,0
153,"(113, 141)",80,0,50,55,90,0,135,0
154,"(113, 142)",70,26.66666667,50,50,95,2,185,0
155,"(114, 115)",80,53.33333333,5,5,100,2,282,0
156,"(114, 116)",80,26.66666667,5,5,100,2,283,0
157,"(114, 117)",65,0,25,25,80,3,92,0
158,"(114, 118)",55,43.33333333,0,0,60,7,276,0
159,"(114, 119)",65,0,20,15,100,1,141,0
160,"(114, 120)",60,0,20,20,100,2,144,0
161,"(114, 121)",70,26.66666667,15,15,100,2,262,0
162,"(114, 122)",60,0,40,45,100,6,203,0
163,"(114, 123)",70,23.80952381,40,55,100,4,40,0
164,"(114, 124)",70,23.80952381,40,40,95,4,23,0
165,"(114, 125)",65,25,50,50,95,3,49,0
166,"(114, 126)",60,0,45,50,100,4,45,0
167,"(114, 127)",85,29.16666667,20,15,100,1,49,0
168,"(114, 128)",75,25,25,20,95,3,11,0
169,"(114, 129)",75,25,20,15,90,3,32,0
170,"(114, 130)",60,0,10,10,100,2,117,0
171,"(114, 131)",75,25,15,15,90,3,3,0
172,"(114, 132)",85,41.66666667,5,10,100,1,111,0
173,"(114, 133)",80,33.33333333,0,0,100,0,136,0
174,"(114, 134)",85,41.66666667,45,50,95,1,410,0
175,"(114, 135)",80,26.66666667,15,30,100,2,100,0
176,"(114, 136)",75,0,20,25,90,1,125,0
177,"(114, 137)",60,0,25,25,100,2,3,0
178,"(114, 138)",75,0,25,30,100,1,271,0
179,"(114, 139)",75,0,25,30,100,1,270,0
180,"(114, 140)",80,0,55,60,95,0,98,0
181,"(114, 141)",80,0,50,60,95,0,111,0
182,"(114, 142)",70,26.66666667,50,50,100,2,161,0
183,"(115, 116)",100,80,95,100,100,0,1,1
184,"(115, 117)",65,18.33333333,0,0,80,1,190,0
185,"(115, 118)",65,45,0,0,60,5,6,0
186,"(115, 119)",65,0,0,0,100,1,141,0
187,"(115, 120)",70,20,20,25,100,0,138,0
188,"(115, 121)",90,40,0,0,100,0,20,0
189,"(115, 122)",80,15.55555556,0,0,100,4,79,0
190,"(115, 123)",80,34.28571429,0,10,100,2,242,0
191,"(115, 124)",80,34.28571429,0,10,95,2,259,0
192,"(115, 125)",75,36.66666667,0,5,95,1,331,0
193,"(115, 126)",70,17.14285714,0,5,100,2,327,0
194,"(115, 127)",75,22.5,0,5,100,1,331,0
195,"(115, 128)",65,0,5,10,95,1,293,0
196,"(115, 129)",75,18.33333333,0,5,90,1,314,0
197,"(115, 130)",70,40,5,10,100,0,165,0
198,"(115, 131)",65,18.33333333,0,5,90,1,285,0
199,"(115, 132)",65,0,0,5,100,3,171,0
200,"(115, 133)",70,0,0,5,100,2,418,0
201,"(115, 134)",75,35,5,20,95,3,692,0
202,"(115, 135)",70,40,5,10,100,0,382,0
203,"(115, 136)",75,22.5,5,10,90,1,407,0
204,"(115, 137)",70,40,5,10,100,0,279,0
205,"(115, 138)",65,0,10,15,100,3,11,0
206,"(115, 139)",65,0,10,15,100,3,12,0
207,"(115, 140)",80,26.66666667,0,5,95,2,184,0
208,"(115, 141)",80,26.66666667,0,5,95,2,171,0
209,"(115, 142)",70,40,10,15,100,0,121,0
210,"(116, 117)",65,18.33333333,0,0,80,1,191,0
211,"(116, 118)",65,30,0,0,60,5,7,0
212,"(116, 119)",65,0,0,0,100,1,142,0
213,"(116, 120)",70,20,20,25,100,0,139,0
214,"(116, 121)",90,20,0,0,100,0,21,0
215,"(116, 122)",80,15.55555556,0,0,100,4,80,0
216,"(116, 123)",80,17.14285714,0,10,100,2,243,0
217,"(116, 124)",80,17.14285714,5,10,95,2,260,0
218,"(116, 125)",75,18.33333333,0,5,95,1,332,0
219,"(116, 126)",70,34.28571429,0,5,100,2,328,0
220,"(116, 127)",75,22.5,0,5,100,1,332,0
221,"(116, 128)",65,0,5,10,95,1,294,0
222,"(116, 129)",75,0,0,5,90,1,315,0
223,"(116, 130)",70,40,5,10,100,0,166,0
224,"(116, 131)",65,0,0,5,90,1,286,0
225,"(116, 132)",65,0,0,5,100,3,172,0
226,"(116, 133)",70,0,0,5,100,2,419,0
227,"(116, 134)",75,0,5,20,95,3,693,0
228,"(116, 135)",70,20,5,10,100,0,383,0
229,"(116, 136)",75,45,5,10,90,1,408,0
230,"(116, 137)",70,40,5,10,100,0,280,0
231,"(116, 138)",65,0,10,15,100,3,12,0
232,"(116, 139)",65,0,10,15,100,3,13,0
233,"(116, 140)",80,26.66666667,0,5,95,2,185,0
234,"(116, 141)",80,26.66666667,0,5,95,2,172,0
235,"(116, 142)",70,20,15,20,100,0,122,0
236,"(117, 118)",40,13.33333333,10,5,50,4,184,0
237,"(117, 119)",70,20.83333333,5,10,80,2,49,0
238,"(117, 120)",55,0,50,50,80,1,52,0
239,"(117, 121)",65,18.33333333,20,20,80,1,170,0
240,"(117, 122)",45,27.77777778,40,40,80,3,111,0
241,"(117, 123)",65,46.42857143,40,35,80,1,52,0
242,"(117, 124)",65,46.42857143,30,30,75,1,69,0
243,"(117, 125)",60,33.33333333,20,20,75,0,141,0
244,"(117, 126)",55,30.95238095,20,20,80,1,137,0
245,"(117, 127)",70,41.66666667,5,10,80,2,141,0
246,"(117, 128)",70,16.66666667,5,5,75,0,103,0
247,"(117, 129)",60,16.66666667,5,5,80,0,124,0
248,"(117, 130)",65,36.66666667,0,0,80,1,25,0
249,"(117, 131)",80,50,5,5,80,0,95,0
250,"(117, 132)",70,33.33333333,0,0,80,4,19,0
251,"(117, 133)",65,25,0,0,80,3,228,0
252,"(117, 134)",60,0,40,30,75,4,502,0
253,"(117, 135)",55,18.33333333,20,25,80,1,192,0
254,"(117, 136)",70,41.66666667,15,20,80,2,217,0
255,"(117, 137)",65,36.66666667,15,15,80,1,89,0
256,"(117, 138)",60,0,60,60,80,4,179,0
257,"(117, 139)",60,0,60,60,80,4,178,0
258,"(117, 140)",75,50,40,35,75,3,6,0
259,"(117, 141)",75,50,40,40,75,3,19,0
260,"(117, 142)",65,36.66666667,40,40,80,1,69,0
261,"(118, 119)",60,0,20,50,60,6,135,0
262,"(118, 120)",65,45,25,25,60,5,132,0
263,"(118, 121)",75,45,50,90,60,5,14,0
264,"(118, 122)",55,21.11111111,30,40,60,1,73,0
265,"(118, 123)",55,24.28571429,30,30,60,3,236,0
266,"(118, 124)",55,24.28571429,40,40,55,3,253,0
267,"(118, 125)",50,26.66666667,25,25,55,4,325,0
268,"(118, 126)",55,12.14285714,20,25,60,3,321,0
269,"(118, 127)",60,35,0,25,60,6,325,0
270,"(118, 128)",40,13.33333333,0,5,55,4,287,0
271,"(118, 129)",50,26.66666667,0,10,70,4,308,0
272,"(118, 130)",65,30,5,30,60,5,159,0
273,"(118, 131)",50,26.66666667,0,10,70,4,279,0
274,"(118, 132)",60,30,0,5,60,8,165,0
275,"(118, 133)",65,43.33333333,0,5,60,7,412,0
276,"(118, 134)",60,60,35,30,65,8,686,0
277,"(118, 135)",65,45,20,60,60,5,376,0
278,"(118, 136)",70,35,0,15,50,6,401,0
279,"(118, 137)",65,30,5,30,60,5,273,0
280,"(118, 138)",50,30,0,0,60,8,5,0
281,"(118, 139)",50,30,0,0,60,8,6,0
282,"(118, 140)",55,21.66666667,25,25,55,7,178,0
283,"(118, 141)",55,21.66666667,25,25,55,7,165,0
284,"(118, 142)",65,30,45,45,60,5,115,0
285,"(119, 120)",75,0,0,0,100,1,3,0
286,"(119, 121)",75,22.5,45,50,100,1,121,0
287,"(119, 122)",45,0,40,40,100,5,62,0
288,"(119, 123)",75,19.64285714,25,20,100,3,101,0
289,"(119, 124)",75,19.64285714,35,30,95,3,118,0
290,"(119, 125)",70,20.83333333,40,40,95,2,190,0
291,"(119, 126)",75,19.64285714,40,40,100,3,186,0
292,"(119, 127)",80,25,15,25,100,0,190,0
293,"(119, 128)",60,0,10,10,95,2,152,0
294,"(119, 129)",60,20.83333333,5,5,90,2,173,0
295,"(119, 130)",85,22.5,0,0,100,1,24,0
296,"(119, 131)",60,20.83333333,10,15,90,2,144,0
297,"(119, 132)",80,37.5,15,10,100,2,30,0
298,"(119, 133)",75,29.16666667,0,0,100,1,277,0
299,"(119, 134)",70,0,15,20,95,2,551,0
300,"(119, 135)",65,0,5,20,100,1,241,0
301,"(119, 136)",80,25,10,15,90,0,266,0
302,"(119, 137)",85,22.5,5,10,100,1,138,0
303,"(119, 138)",90,37.5,0,0,100,2,130,0
304,"(119, 139)",90,37.5,0,0,100,2,129,0
305,"(119, 140)",85,29.16666667,20,20,95,1,43,0
306,"(119, 141)",85,29.16666667,20,20,95,1,30,0
307,"(119, 142)",85,45,25,25,100,1,20,0
308,"(120, 121)",70,40,25,25,100,0,118,0
309,"(120, 122)",60,15.55555556,35,35,100,4,59,0
310,"(120, 123)",70,0,45,55,100,2,104,0
311,"(120, 124)",70,0,55,60,95,2,121,0
312,"(120, 125)",75,0,25,30,95,1,193,0
313,"(120, 126)",70,0,15,20,100,2,189,0
314,"(120, 127)",65,0,0,0,100,1,193,0
315,"(120, 128)",55,18.33333333,5,10,95,1,155,0
316,"(120, 129)",45,0,0,5,90,1,176,0
317,"(120, 130)",80,40,5,10,100,0,27,0
318,"(120, 131)",55,18.33333333,0,5,90,1,147,0
319,"(120, 132)",65,0,0,5,100,3,33,0
320,"(120, 133)",60,0,0,5,100,2,280,0
321,"(120, 134)",75,35,45,55,95,3,554,0
322,"(120, 135)",70,20,35,55,100,0,244,0
323,"(120, 136)",75,22.5,15,20,90,1,269,0
324,"(120, 137)",80,40,10,15,100,0,141,0
325,"(120, 138)",75,0,45,50,100,3,127,0
326,"(120, 139)",75,0,45,50,100,3,126,0
327,"(120, 140)",70,0,60,60,95,2,46,0
328,"(120, 141)",70,0,60,60,95,2,33,0
329,"(120, 142)",60,0,55,60,100,0,17,0
330,"(121, 122)",70,0,80,75,100,4,59,0
331,"(121, 123)",70,17.14285714,30,40,100,2,222,0
332,"(121, 124)",70,17.14285714,35,35,95,2,239,0
333,"(121, 125)",75,18.33333333,15,15,95,1,311,0
334,"(121, 126)",70,0,10,15,100,2,307,0
335,"(121, 127)",65,0,15,25,100,1,311,0
336,"(121, 128)",55,18.33333333,15,15,95,1,273,0
337,"(121, 129)",65,36.66666667,10,10,90,1,294,0
338,"(121, 130)",80,20,25,25,100,0,145,0
339,"(121, 131)",65,36.66666667,5,10,90,1,265,0
340,"(121, 132)",75,35,0,0,100,3,151,0
341,"(121, 133)",80,53.33333333,0,0,100,2,398,0
342,"(121, 134)",75,35,45,35,95,3,672,0
343,"(121, 135)",70,20,30,60,100,0,362,0
344,"(121, 136)",85,22.5,10,15,90,1,387,0
345,"(121, 137)",80,20,15,15,100,0,259,0
346,"(121, 138)",65,0,0,0,100,3,9,0
347,"(121, 139)",65,0,0,0,100,3,8,0
348,"(121, 140)",70,0,25,25,95,2,164,0
349,"(121, 141)",70,0,25,25,95,2,151,0
350,"(121, 142)",80,40,50,50,100,0,101,0
351,"(122, 123)",60,38.0952381,50,55,100,2,163,0
352,"(122, 124)",60,38.0952381,45,45,95,2,180,0
353,"(122, 125)",55,27.77777778,25,25,95,3,252,0
354,"(122, 126)",50,25.3968254,15,20,100,2,248,0
355,"(122, 127)",55,36.11111111,5,15,100,5,252,0
356,"(122, 128)",55,13.88888889,10,10,95,3,214,0
357,"(122, 129)",55,13.88888889,5,5,90,3,235,0
358,"(122, 130)",60,31.11111111,15,15,100,4,86,0
359,"(122, 131)",45,13.88888889,5,10,90,3,206,0
360,"(122, 132)",45,0,0,0,100,7,92,0
361,"(122, 133)",50,0,0,0,100,6,339,0
362,"(122, 134)",55,0,60,65,95,7,613,0
363,"(122, 135)",60,31.11111111,35,60,100,4,303,0
364,"(122, 136)",55,18.05555556,15,20,90,5,328,0
365,"(122, 137)",60,31.11111111,20,20,100,4,200,0
366,"(122, 138)",45,0,0,0,100,7,68,0
367,"(122, 139)",45,0,0,0,100,7,67,0
368,"(122, 140)",60,44.44444444,50,50,95,6,105,0
369,"(122, 141)",60,44.44444444,55,55,95,6,92,0
370,"(122, 142)",60,15.55555556,45,45,100,4,42,0
371,"(123, 124)",100,100,80,95,95,0,17,1
372,"(123, 125)",85,77.38095238,55,60,95,1,89,0
373,"(123, 126)",90,71.42857143,50,60,100,0,85,0
374,"(123, 127)",75,39.28571429,0,15,100,3,89,0
375,"(123, 128)",55,15.47619048,5,15,95,1,51,0
376,"(123, 129)",65,30.95238095,5,5,90,1,72,0
377,"(123, 130)",60,17.14285714,0,10,100,2,77,0
378,"(123, 131)",65,46.42857143,5,10,90,1,43,0
379,"(123, 132)",55,0,0,5,100,5,71,0
380,"(123, 133)",50,0,5,5,100,4,176,0
381,"(123, 134)",65,32.14285714,50,65,95,5,450,0
382,"(123, 135)",60,34.28571429,25,65,100,2,140,0
383,"(123, 136)",65,19.64285714,10,25,90,3,165,0
384,"(123, 137)",60,17.14285714,10,15,100,2,37,0
385,"(123, 138)",75,32.14285714,20,30,100,5,231,0
386,"(123, 139)",75,32.14285714,20,30,100,5,230,0
387,"(123, 140)",80,47.61904762,75,75,95,4,58,0
388,"(123, 141)",80,47.61904762,75,75,95,4,71,0
389,"(123, 142)",70,34.28571429,50,70,100,2,121,0
390,"(124, 125)",85,77.38095238,60,65,100,1,72,0
391,"(124, 126)",90,71.42857143,50,60,95,0,68,0
392,"(124, 127)",75,39.28571429,0,10,95,3,72,0
393,"(124, 128)",55,15.47619048,10,15,90,1,34,0
394,"(124, 129)",65,30.95238095,5,10,85,1,55,0
395,"(124, 130)",60,17.14285714,5,10,95,2,94,0
396,"(124, 131)",65,46.42857143,0,10,85,1,26,0
397,"(124, 132)",55,0,5,5,95,5,88,0
398,"(124, 133)",50,0,0,5,95,4,159,0
399,"(124, 134)",65,32.14285714,55,65,90,5,433,0
400,"(124, 135)",60,34.28571429,25,60,95,2,123,0
401,"(124, 136)",65,19.64285714,15,25,85,3,148,0
402,"(124, 137)",60,17.14285714,10,15,95,2,20,0
403,"(124, 138)",75,32.14285714,25,30,95,5,248,0
404,"(124, 139)",75,32.14285714,25,30,95,5,247,0
405,"(124, 140)",80,47.61904762,70,75,100,4,75,0
406,"(124, 141)",80,47.61904762,70,75,100,4,88,0
407,"(124, 142)",70,34.28571429,60,65,95,2,138,0
408,"(125, 126)",95,77.38095238,95,95,95,1,4,1
409,"(125, 127)",60,20.83333333,5,15,95,2,0,0
410,"(125, 128)",50,0,15,10,90,0,38,0
411,"(125, 129)",60,33.33333333,5,10,85,0,17,0
412,"(125, 130)",65,18.33333333,15,10,95,1,166,0
413,"(125, 131)",60,33.33333333,5,15,85,0,46,0
414,"(125, 132)",60,0,10,10,95,4,160,0
415,"(125, 133)",55,0,0,5,95,3,87,0
416,"(125, 134)",70,33.33333333,35,45,90,4,361,0
417,"(125, 135)",65,36.66666667,15,45,95,1,51,0
418,"(125, 136)",70,20.83333333,10,15,85,2,76,0
419,"(125, 137)",65,18.33333333,15,10,95,1,52,0
420,"(125, 138)",70,33.33333333,25,30,95,4,320,0
421,"(125, 139)",70,33.33333333,25,30,95,4,319,0
422,"(125, 140)",65,25,40,45,100,3,147,0
423,"(125, 141)",65,25,45,50,100,3,160,0
424,"(125, 142)",65,36.66666667,55,60,95,1,210,0
425,"(126, 127)",65,19.64285714,5,15,100,3,4,0
426,"(126, 128)",45,0,10,10,95,1,34,0
427,"(126, 129)",65,15.47619048,5,10,90,1,13,0
428,"(126, 130)",60,17.14285714,15,15,100,2,162,0
429,"(126, 131)",55,15.47619048,5,15,90,1,42,0
430,"(126, 132)",55,0,10,15,100,5,156,0
431,"(126, 133)",50,0,0,5,100,4,91,0
432,"(126, 134)",65,0,30,45,95,5,365,0
433,"(126, 135)",60,17.14285714,15,45,100,2,55,0
434,"(126, 136)",65,39.28571429,15,20,90,3,80,0
435,"(126, 137)",60,17.14285714,20,20,100,2,48,0
436,"(126, 138)",75,32.14285714,25,30,100,5,316,0
437,"(126, 139)",75,32.14285714,25,30,100,5,315,0
438,"(126, 140)",70,23.80952381,45,50,95,4,143,0
439,"(126, 141)",70,23.80952381,45,50,95,4,156,0
440,"(126, 142)",70,17.14285714,45,55,100,2,206,0
441,"(127, 128)",80,41.66666667,75,60,95,2,38,1
442,"(127, 129)",70,41.66666667,50,35,90,2,17,0
443,"(127, 130)",65,22.5,20,15,100,1,166,0
444,"(127, 131)",60,20.83333333,45,40,90,2,46,0
445,"(127, 132)",80,37.5,35,30,100,2,160,0
446,"(127, 133)",75,29.16666667,0,5,100,1,87,0
447,"(127, 134)",70,0,0,10,95,2,361,0
448,"(127, 135)",75,22.5,0,10,100,1,51,0
449,"(127, 136)",70,25,10,20,90,0,76,0
450,"(127, 137)",65,22.5,10,10,100,1,52,0
451,"(127, 138)",80,0,0,5,100,2,320,0
452,"(127, 139)",80,0,0,5,100,2,319,0
453,"(127, 140)",95,87.5,5,10,95,1,147,0
454,"(127, 141)",95,87.5,0,5,95,1,160,0
455,"(127, 142)",75,45,0,10,100,1,210,0
456,"(128, 129)",50,16.66666667,45,55,85,0,21,0
457,"(128, 130)",55,0,20,25,95,1,128,0
458,"(128, 131)",50,16.66666667,35,55,85,0,8,0
459,"(128, 132)",70,33.33333333,30,40,95,4,122,0
460,"(128, 133)",65,25,0,5,95,3,125,0
461,"(128, 134)",60,0,5,10,90,4,399,0
462,"(128, 135)",75,0,5,10,95,1,89,0
463,"(128, 136)",60,0,20,35,85,2,114,0
464,"(128, 137)",55,0,15,15,95,1,14,0
465,"(128, 138)",60,0,5,10,95,4,282,0
466,"(128, 139)",60,0,5,10,95,4,281,0
467,"(128, 140)",75,25,5,10,90,3,109,0
468,"(128, 141)",75,25,5,10,90,3,122,0
469,"(128, 142)",65,0,5,10,95,1,172,0
470,"(129, 130)",55,0,15,20,90,1,149,0
471,"(129, 131)",70,50,100,85,100,0,29,1
472,"(129, 132)",60,0,45,50,90,4,143,0
473,"(129, 133)",65,25,5,10,90,3,104,0
474,"(129, 134)",70,33.33333333,0,5,95,4,378,0
475,"(129, 135)",55,18.33333333,0,5,90,1,68,0
476,"(129, 136)",60,0,20,25,80,2,93,0
477,"(129, 137)",55,0,5,10,90,1,35,0
478,"(129, 138)",70,0,0,5,90,4,303,0
479,"(129, 139)",70,0,0,5,90,4,302,0
480,"(129, 140)",75,50,5,10,85,3,130,0
481,"(129, 141)",75,50,5,10,85,3,143,0
482,"(129, 142)",65,36.66666667,0,5,90,1,193,0
483,"(130, 131)",55,18.33333333,20,35,90,1,120,0
484,"(130, 132)",75,35,20,25,100,3,6,0
485,"(130, 133)",80,26.66666667,0,5,100,2,253,0
486,"(130, 134)",65,0,5,10,95,3,527,0
487,"(130, 135)",60,20,15,30,100,0,217,0
488,"(130, 136)",75,45,15,20,90,1,242,0
489,"(130, 137)",100,100,80,85,100,0,114,1
490,"(130, 138)",75,0,5,10,100,3,154,0
491,"(130, 139)",75,0,5,10,100,3,153,0
492,"(130, 140)",70,26.66666667,0,5,95,2,19,0
493,"(130, 141)",70,26.66666667,0,5,95,2,6,0
494,"(130, 142)",70,40,5,10,100,0,44,0
495,"(131, 132)",70,33.33333333,45,35,90,4,114,0
496,"(131, 133)",65,25,5,10,90,3,133,0
497,"(131, 134)",80,66.66666667,0,10,95,4,407,0
498,"(131, 135)",65,36.66666667,0,5,90,1,97,0
499,"(131, 136)",80,41.66666667,20,20,80,2,122,0
