Student,Question,Response,Score,Start,Revisions,Time
Student 02,12,option_3,1,"[""28-03-2023 07:26:34""]","[[""option_3"", ""28-03-2023 07:26:43""]]",9
Student 02,13,option_2,1,"[""28-03-2023 07:26:43""]","[[""option_2"", ""28-03-2023 07:26:59""]]",14
Student 02,15,option_2,1,"[""28-03-2023 07:27:22""]","[[""option_2"", ""28-03-2023 07:27:36""]]",14
Student 02,17,option_1,1,"[""28-03-2023 07:28:13""]","[[""option_1"", ""28-03-2023 07:28:36""]]",23
Student 02,18,option_2,0,"[""28-03-2023 07:28:37""]","[[""option_2"", ""28-03-2023 07:28:37""]]",51
Student 02,19,option_4,0,"[""28-03-2023 07:28:38""]","[[""option_4"", ""28-03-2023 07:29:12""]]",46
Student 02,20,option_3,1,"[""28-03-2023 07:29:12""]","[[""option_3"", ""28-03-2023 07:29:35""]]",26
Student 02,1,Unanswered,0,"[""28-03-2023 07:23:01""]",Unanswered,0
Student 02,2,Unanswered,0,"[""28-03-2023 07:23:20""]",Unanswered,12
Student 02,14,Unanswered,0,"[""28-03-2023 07:26:58""]",Unanswered,23
Student 02,16,Unanswered,0,"[""28-03-2023 07:27:37""]",Unanswered,0
Student 03,1,option_1,1,"[""28-03-2023 07:22:19""]","[[""option_1"", ""28-03-2023 07:22:29""]]",9
Student 03,2,option_4,1,"[""28-03-2023 07:22:29""]","[[""option_4"", ""28-03-2023 07:22:39""]]",10
Student 03,3,option_4,1,"[""28-03-2023 07:22:39""]","[[""option_4"", ""28-03-2023 07:23:40""]]",60
Student 03,4,option_2,1,"[""28-03-2023 07:23:40""]","[[""option_2"", ""28-03-2023 07:23:52""]]",12
Student 03,5,option_3,1,"[""28-03-2023 07:23:52""]","[[""option_3"", ""28-03-2023 07:23:59""]]",6
Student 03,6,option_4,0,"[""28-03-2023 07:23:59""]","[[""option_4"", ""28-03-2023 07:24:17""]]",18
Student 03,7,option_4,0,"[""28-03-2023 07:24:17""]","[[""option_4"", ""28-03-2023 07:24:59""]]",42
Student 03,8,option_2,1,"[""28-03-2023 07:24:59""]","[[""option_2"", ""28-03-2023 07:25:05""]]",6
Student 03,9,option_2,1,"[""28-03-2023 07:25:05""]","[[""option_2"", ""28-03-2023 07:25:15""]]",9
Student 03,10,option_2,1,"[""28-03-2023 07:25:15""]","[[""option_2"", ""28-03-2023 07:25:28""]]",13
Student 03,11,option_2,1,"[""28-03-2023 07:25:28""]","[[""option_2"", ""28-03-2023 07:26:12""]]",43
Student 03,12,option_3,1,"[""28-03-2023 07:26:12""]","[[""option_3"", ""28-03-2023 07:26:19""]]",7
Student 03,13,option_2,1,"[""28-03-2023 07:26:19""]","[[""option_2"", ""28-03-2023 07:26:29""]]",9
Student 03,14,option_1,1,"[""28-03-2023 07:26:30""]","[[""option_1"", ""28-03-2023 07:26:42""]]",12
Student 03,15,option_4,0,"[""28-03-2023 07:26:42""]","[[""option_4"", ""28-03-2023 07:26:59""]]",16
Student 03,16,option_1,1,"[""28-03-2023 07:26:59""]","[[""option_1"", ""28-03-2023 07:27:11""]]",12
Student 03,17,option_1,1,"[""28-03-2023 07:27:11""]","[[""option_1"", ""28-03-2023 07:27:26""]]",15
Student 03,18,option_3,1,"[""28-03-2023 07:27:26""]","[[""option_3"", ""28-03-2023 07:27:34""]]",7
Student 03,19,option_4,0,"[""28-03-2023 07:27:34""]","[[""option_4"", ""28-03-2023 07:27:47""]]",13
Student 03,20,option_3,1,"[""28-03-2023 07:27:47""]","[[""option_3"", ""28-03-2023 07:28:28""]]",52
Student 04,1,option_1,1,"[""28-03-2023 07:22:06"", ""28-03-2023 07:27:10""]","[[""option_1"", ""28-03-2023 07:22:18""]]",21
Student 04,2,option_4,1,"[""28-03-2023 07:22:18"", ""28-03-2023 07:27:20""]","[[""option_4"", ""28-03-2023 07:22:27""]]",28
Student 04,3,option_4,1,"[""28-03-2023 07:22:27""]","[[""option_4"", ""28-03-2023 07:22:48""]]",20
Student 04,4,option_2,1,"[""28-03-2023 07:22:48""]","[[""option_2"", ""28-03-2023 07:22:56""]]",8
Student 04,5,option_3,1,"[""28-03-2023 07:22:56""]","[[""option_3"", ""28-03-2023 07:23:01""]]",5
Student 04,6,option_3,0,"[""28-03-2023 07:23:02""]","[[""option_3"", ""28-03-2023 07:23:21""]]",19
Student 04,7,option_2,1,"[""28-03-2023 07:23:21""]","[[""option_2"", ""28-03-2023 07:23:38""]]",17
Student 04,8,option_2,1,"[""28-03-2023 07:23:39""]","[[""option_2"", ""28-03-2023 07:23:48""]]",9
Student 04,9,option_2,1,"[""28-03-2023 07:23:48""]","[[""option_2"", ""28-03-2023 07:23:57""]]",8
Student 04,10,option_2,1,"[""28-03-2023 07:23:57""]","[[""option_2"", ""28-03-2023 07:24:04""]]",7
Student 04,11,option_1,0,"[""28-03-2023 07:24:04""]","[[""option_1"", ""28-03-2023 07:24:20""]]",15
Student 04,12,option_3,1,"[""28-03-2023 07:24:20""]","[[""option_3"", ""28-03-2023 07:24:26""]]",5
Student 04,13,option_2,1,"[""28-03-2023 07:24:26""]","[[""option_2"", ""28-03-2023 07:24:37""]]",11
Student 04,14,option_3,0,"[""28-03-2023 07:24:37""]","[[""option_3"", ""28-03-2023 07:24:59""]]",21
Student 04,15,option_2,1,"[""28-03-2023 07:24:59""]","[[""option_2"", ""28-03-2023 07:25:12""]]",12
Student 04,16,option_1,1,"[""28-03-2023 07:25:12""]","[[""option_1"", ""28-03-2023 07:25:18""]]",6
Student 04,17,option_1,1,"[""28-03-2023 07:25:18""]","[[""option_1"", ""28-03-2023 07:25:25""]]",6
Student 04,18,option_3,1,"[""28-03-2023 07:25:25""]","[[""option_3"", ""28-03-2023 07:25:32""]]",6
Student 04,20,option_3,1,"[""28-03-2023 07:25:50"", ""28-03-2023 07:27:38"", ""28-03-2023 07:28:06""]","[[""option_3"", ""28-03-2023 07:25:59""], [""option_3"", ""28-03-2023 07:26:03""], [""option_3"", ""28-03-2023 07:26:07""]]",44
Student 04,19,option_4,0,"[""28-03-2023 07:25:32"", ""28-03-2023 07:26:14"", ""28-03-2023 07:26:21"", ""28-03-2023 07:26:21"", ""28-03-2023 07:26:27"", ""28-03-2023 07:26:34"", ""28-03-2023 07:26:39"", ""28-03-2023 07:26:39"", ""28-03-2023 07:27:45""]","[[""option_4"", ""28-03-2023 07:28:06""]]",79
Student 05,1,option_1,1,"[""28-03-2023 07:22:07""]","[[""option_1"", ""28-03-2023 07:22:21""]]",14
Student 05,2,option_4,1,"[""28-03-2023 07:22:21""]","[[""option_4"", ""28-03-2023 07:22:28""]]",7
Student 05,3,option_4,1,"[""28-03-2023 07:22:28""]","[[""option_4"", ""28-03-2023 07:22:36""]]",8
Student 05,4,option_2,1,"[""28-03-2023 07:22:36""]","[[""option_2"", ""28-03-2023 07:22:48""]]",11
Student 05,5,option_3,1,"[""28-03-2023 07:22:48""]","[[""option_3"", ""28-03-2023 07:22:54""]]",6
Student 05,6,option_4,0,"[""28-03-2023 07:22:54""]","[[""option_4"", ""28-03-2023 07:23:53""]]",59
Student 05,7,option_2,1,"[""28-03-2023 07:23:53""]","[[""option_2"", ""28-03-2023 07:24:08""]]",14
Student 05,8,option_2,1,"[""28-03-2023 07:24:08""]","[[""option_2"", ""28-03-2023 07:24:17""]]",8
Student 05,9,option_2,1,"[""28-03-2023 07:24:17""]","[[""option_2"", ""28-03-2023 07:24:24""]]",7
Student 05,10,option_1,0,"[""28-03-2023 07:24:24""]","[[""option_1"", ""28-03-2023 07:24:59""]]",34
Student 05,11,option_2,1,"[""28-03-2023 07:24:59""]","[[""option_2"", ""28-03-2023 07:25:25""]]",25
Student 05,12,option_3,1,"[""28-03-2023 07:25:25""]","[[""option_3"", ""28-03-2023 07:25:30""]]",5
Student 05,13,option_2,1,"[""28-03-2023 07:25:30""]","[[""option_2"", ""28-03-2023 07:25:45""]]",15
Student 05,14,option_1,1,"[""28-03-2023 07:25:45""]","[[""option_1"", ""28-03-2023 07:26:31""]]",45
Student 05,15,option_2,1,"[""28-03-2023 07:26:31""]","[[""option_2"", ""28-03-2023 07:26:39""]]",8
Student 05,16,option_1,1,"[""28-03-2023 07:26:40""]","[[""option_1"", ""28-03-2023 07:26:45""]]",5
Student 05,17,option_1,1,"[""28-03-2023 07:26:45""]","[[""option_1"", ""28-03-2023 07:27:14""]]",28
Student 05,18,option_1,0,"[""28-03-2023 07:27:14""]","[[""option_1"", ""28-03-2023 07:27:45""]]",31
Student 05,19,option_2,1,"[""28-03-2023 07:27:45"", ""28-03-2023 07:28:25""]","[[""option_2"", ""28-03-2023 07:28:20""], [""option_2"", ""28-03-2023 07:28:30""]]",39
Student 05,20,option_3,1,"[""28-03-2023 07:28:20"", ""28-03-2023 07:28:30""]","[[""option_3"", ""28-03-2023 07:28:47""]]",26
Student 06,1,option_1,1,"[""28-03-2023 07:22:15"", ""28-03-2023 07:26:27""]","[[""option_1"", ""28-03-2023 07:22:21""]]",8
Student 06,2,option_4,1,"[""28-03-2023 07:22:21""]","[[""option_4"", ""28-03-2023 07:22:28""]]",7
Student 06,3,option_4,1,"[""28-03-2023 07:22:28""]","[[""option_4"", ""28-03-2023 07:22:36""]]",7
Student 06,4,option_2,1,"[""28-03-2023 07:22:36""]","[[""option_2"", ""28-03-2023 07:22:47""]]",10
Student 06,5,option_3,1,"[""28-03-2023 07:22:47""]","[[""option_3"", ""28-03-2023 07:22:52""]]",5
Student 06,6,option_4,0,"[""28-03-2023 07:22:52"", ""28-03-2023 07:23:15""]","[[""option_3"", ""28-03-2023 07:23:07""], [""option_4"", ""28-03-2023 07:23:53""]]",51
Student 06,7,option_2,1,"[""28-03-2023 07:23:07"", ""28-03-2023 07:23:53""]","[[""option_2"", ""28-03-2023 07:24:08""]]",22
Student 06,8,option_2,1,"[""28-03-2023 07:24:08""]","[[""option_2"", ""28-03-2023 07:24:16""]]",7
Student 06,9,option_2,1,"[""28-03-2023 07:24:16""]","[[""option_2"", ""28-03-2023 07:24:24""]]",7
Student 06,10,option_1,0,"[""28-03-2023 07:24:24""]","[[""option_1"", ""28-03-2023 07:24:58""]]",34
Student 06,11,option_2,1,"[""28-03-2023 07:24:58""]","[[""option_2"", ""28-03-2023 07:25:24""]]",25
Student 06,12,option_3,1,"[""28-03-2023 07:25:24"", ""28-03-2023 07:26:31""]","[[""option_3"", ""28-03-2023 07:25:30""]]",7
Student 06,13,option_2,1,"[""28-03-2023 07:25:30""]","[[""option_2"", ""28-03-2023 07:26:11""]]",41
Student 06,14,option_1,1,"[""28-03-2023 07:26:11"", ""28-03-2023 07:26:32""]","[[""option_1"", ""28-03-2023 07:26:35""]]",17
Student 06,15,option_2,1,"[""28-03-2023 07:26:35""]","[[""option_2"", ""28-03-2023 07:26:42""]]",7
Student 06,16,option_1,1,"[""28-03-2023 07:26:42""]","[[""option_1"", ""28-03-2023 07:26:45""]]",3
Student 06,17,option_1,1,"[""28-03-2023 07:26:45""]","[[""option_1"", ""28-03-2023 07:27:11""]]",25
Student 06,18,option_1,0,"[""28-03-2023 07:27:11""]","[[""option_1"", ""28-03-2023 07:27:45""]]",34
Student 06,19,option_2,1,"[""28-03-2023 07:27:45""]","[[""option_2"", ""28-03-2023 07:28:18""]]",32
Student 06,20,option_3,1,"[""28-03-2023 07:28:18""]","[[""option_3"", ""28-03-2023 07:28:48""], [""option_3"", ""28-03-2023 07:28:50""]]",38
Student 07,1,option_1,1,"[""28-03-2023 07:22:18"", ""28-03-2023 07:29:19""]","[[""option_1"", ""28-03-2023 07:22:32""], [""option_1"", ""28-03-2023 07:29:32""]]",27
Student 07,2,option_4,1,"[""28-03-2023 07:22:32"", ""28-03-2023 07:29:17"", ""28-03-2023 07:29:32""]","[[""option_3"", ""28-03-2023 07:23:16""], [""option_4"", ""28-03-2023 07:30:07""]]",79
Student 07,3,option_4,1,"[""28-03-2023 07:23:16"", ""28-03-2023 07:29:17"", ""28-03-2023 07:30:07""]","[[""option_4"", ""28-03-2023 07:23:50""], [""option_4"", ""28-03-2023 07:30:45""]]",71
Student 07,4,option_2,1,"[""28-03-2023 07:23:50"", ""28-03-2023 07:29:08"", ""28-03-2023 07:29:17"", ""28-03-2023 07:30:46""]","[[""option_2"", ""28-03-2023 07:24:07""], [""option_2"", ""28-03-2023 07:30:58""]]",30
Student 07,5,option_3,1,"[""28-03-2023 07:24:07"", ""28-03-2023 07:29:17"", ""28-03-2023 07:30:58""]","[[""option_3"", ""28-03-2023 07:24:23""], [""option_3"", ""28-03-2023 07:31:01""]]",18
Student 07,6,option_1,1,"[""28-03-2023 07:24:23"", ""28-03-2023 07:29:17"", ""28-03-2023 07:31:01""]","[[""option_1"", ""28-03-2023 07:24:51""], [""option_1"", ""28-03-2023 07:31:21""]]",47
Student 07,7,option_2,1,"[""28-03-2023 07:24:51"", ""28-03-2023 07:29:08"", ""28-03-2023 07:29:17"", ""28-03-2023 07:31:21""]","[[""option_2"", ""28-03-2023 07:25:24""], [""option_2"", ""28-03-2023 07:31:24""]]",35
Student 07,8,option_2,1,"[""28-03-2023 07:25:24"", ""28-03-2023 07:29:08"", ""28-03-2023 07:29:16"", ""28-03-2023 07:31:24""]","[[""option_2"", ""28-03-2023 07:25:33""], [""option_2"", ""28-03-2023 07:31:27""]]",11
Student 07,9,option_2,1,"[""28-03-2023 07:25:33"", ""28-03-2023 07:29:07"", ""28-03-2023 07:29:08"", ""28-03-2023 07:29:16"", ""28-03-2023 07:31:27""]","[[""option_2"", ""28-03-2023 07:25:43""], [""option_2"", ""28-03-2023 07:31:29""]]",10
Student 07,10,option_2,1,"[""28-03-2023 07:25:43"", ""28-03-2023 07:29:07"", ""28-03-2023 07:29:08"", ""28-03-2023 07:29:16"", ""28-03-2023 07:31:29""]","[[""option_1"", ""28-03-2023 07:26:12""], [""option_2"", ""28-03-2023 07:31:37""]]",35
Student 07,11,option_2,1,"[""28-03-2023 07:26:12"", ""28-03-2023 07:29:08"", ""28-03-2023 07:29:16"", ""28-03-2023 07:31:37""]","[[""option_2"", ""28-03-2023 07:26:37""], [""option_2"", ""28-03-2023 07:31:39""]]",30
Student 07,12,option_3,1,"[""28-03-2023 07:26:37"", ""28-03-2023 07:29:06"", ""28-03-2023 07:29:08"", ""28-03-2023 07:29:12"", ""28-03-2023 07:31:39""]","[[""option_3"", ""28-03-2023 07:26:43""], [""option_3"", ""28-03-2023 07:31:41""]]",11
Student 07,13,option_2,1,"[""28-03-2023 07:26:43"", ""28-03-2023 07:29:12"", ""28-03-2023 07:31:41""]","[[""option_2"", ""28-03-2023 07:26:55""], [""option_2"", ""28-03-2023 07:31:43""]]",13
Student 07,14,option_1,1,"[""28-03-2023 07:26:54"", ""28-03-2023 07:29:06"", ""28-03-2023 07:29:09"", ""28-03-2023 07:31:43""]","[[""option_1"", ""28-03-2023 07:27:08""], [""option_1"", ""28-03-2023 07:31:45""]]",13
Student 07,15,option_2,1,"[""28-03-2023 07:27:07"", ""28-03-2023 07:29:06"", ""28-03-2023 07:29:09"", ""28-03-2023 07:31:45""]","[[""option_2"", ""28-03-2023 07:27:17""], [""option_2"", ""28-03-2023 07:31:47""]]",10
Student 07,16,option_1,1,"[""28-03-2023 07:27:17"", ""28-03-2023 07:29:09"", ""28-03-2023 07:29:09"", ""28-03-2023 07:29:11"", ""28-03-2023 07:31:47""]","[[""option_1"", ""28-03-2023 07:27:30""], [""option_1"", ""28-03-2023 07:31:48""]]",15
Student 07,17,option_1,1,"[""28-03-2023 07:27:30"", ""28-03-2023 07:29:06"", ""28-03-2023 07:29:09"", ""28-03-2023 07:29:09"", ""28-03-2023 07:29:11"", ""28-03-2023 07:31:48""]","[[""option_1"", ""28-03-2023 07:27:53""], [""option_1"", ""28-03-2023 07:31:50""]]",23
Student 07,18,option_4,0,"[""28-03-2023 07:27:54"", ""28-03-2023 07:29:06"", ""28-03-2023 07:29:09"", ""28-03-2023 07:29:09"", ""28-03-2023 07:29:11"", ""28-03-2023 07:31:50""]","[[""option_4"", ""28-03-2023 07:28:16""], [""option_4"", ""28-03-2023 07:31:53""]]",26
Student 07,19,option_4,0,"[""28-03-2023 07:28:16"", ""28-03-2023 07:29:04"", ""28-03-2023 07:29:11"", ""28-03-2023 07:31:53""]","[[""option_4"", ""28-03-2023 07:28:42""], [""option_4"", ""28-03-2023 07:32:07""]]",41
Student 07,20,option_3,1,"[""28-03-2023 07:28:42"", ""28-03-2023 07:29:09"", ""28-03-2023 07:32:07""]","[[""option_3"", ""28-03-2023 07:28:52""], [""option_3"", ""28-03-2023 07:28:55""]]",24
Student 08,1,option_1,1,"[""28-03-2023 07:22:21""]","[[""option_1"", ""28-03-2023 07:22:49""]]",28
Student 08,2,option_3,0,"[""28-03-2023 07:22:49"", ""28-03-2023 07:29:34""]","[[""option_3"", ""28-03-2023 07:23:23""], [""option_3"", ""28-03-2023 07:30:59""]]",118
Student 08,3,option_4,1,"[""28-03-2023 07:23:24"", ""28-03-2023 07:29:22"", ""28-03-2023 07:29:29"", ""28-03-2023 07:30:59""]","[[""option_4"", ""28-03-2023 07:23:54""], [""option_4"", ""28-03-2023 07:31:08""]]",48
Student 08,4,option_2,1,"[""28-03-2023 07:23:54"", ""28-03-2023 07:29:23"", ""28-03-2023 07:29:29"", ""28-03-2023 07:31:08""]","[[""option_2"", ""28-03-2023 07:24:09""], [""option_2"", ""28-03-2023 07:31:09""]]",17
Student 08,5,option_3,1,"[""28-03-2023 07:24:09"", ""28-03-2023 07:31:09""]","[[""option_3"", ""28-03-2023 07:24:24""], [""option_3"", ""28-03-2023 07:31:10""]]",16
Student 08,6,option_1,1,"[""28-03-2023 07:24:24"", ""28-03-2023 07:29:22"", ""28-03-2023 07:31:10""]","[[""option_1"", ""28-03-2023 07:24:45""], [""option_1"", ""28-03-2023 07:31:12""]]",21
Student 08,7,option_1,0,"[""28-03-2023 07:24:45"", ""28-03-2023 07:31:12""]","[[""option_1"", ""28-03-2023 07:24:53""], [""option_1"", ""28-03-2023 07:31:13""]]",9
Student 08,8,option_2,1,"[""28-03-2023 07:24:53"", ""28-03-2023 07:29:21"", ""28-03-2023 07:31:13""]","[[""option_2"", ""28-03-2023 07:25:25""], [""option_2"", ""28-03-2023 07:31:22""]]",39
Student 08,9,option_2,1,"[""28-03-2023 07:25:25"", ""28-03-2023 07:31:22""]","[[""option_2"", ""28-03-2023 07:25:42""], [""option_2"", ""28-03-2023 07:31:27""]]",22
Student 08,10,option_2,1,"[""28-03-2023 07:25:43"", ""28-03-2023 07:31:27""]","[[""option_1"", ""28-03-2023 07:26:08""], [""option_2"", ""28-03-2023 07:31:39""]]",36
Student 08,11,option_2,1,"[""28-03-2023 07:26:09"", ""28-03-2023 07:31:39""]","[[""option_2"", ""28-03-2023 07:26:38""], [""option_2"", ""28-03-2023 07:31:42""]]",31
Student 08,12,option_3,1,"[""28-03-2023 07:26:38"", ""28-03-2023 07:29:21"", ""28-03-2023 07:31:42""]","[[""option_3"", ""28-03-2023 07:26:45""], [""option_3"", ""28-03-2023 07:31:44""]]",8
Student 08,13,option_2,1,"[""28-03-2023 07:26:45"", ""28-03-2023 07:29:21"", ""28-03-2023 07:31:44""]","[[""option_2"", ""28-03-2023 07:26:54""]]",17
Student 08,14,option_1,1,"[""28-03-2023 07:26:55""]","[[""option_1"", ""28-03-2023 07:27:05""]]",10
Student 08,15,option_2,1,"[""28-03-2023 07:27:05"", ""28-03-2023 07:29:20""]","[[""option_2"", ""28-03-2023 07:27:16""]]",11
Student 08,16,option_1,1,"[""28-03-2023 07:27:16"", ""28-03-2023 07:29:20""]","[[""option_1"", ""28-03-2023 07:27:26""]]",10
Student 08,17,option_1,1,"[""28-03-2023 07:27:26"", ""28-03-2023 07:29:17"", ""28-03-2023 07:29:20""]","[[""option_1"", ""28-03-2023 07:27:56""]]",29
Student 08,18,option_4,0,"[""28-03-2023 07:27:56"", ""28-03-2023 07:29:14"", ""28-03-2023 07:29:17""]","[[""option_4"", ""28-03-2023 07:28:18""]]",28
Student 08,19,option_4,0,"[""28-03-2023 07:28:18"", ""28-03-2023 07:29:14""]","[[""option_4"", ""28-03-2023 07:28:54""]]",35
Student 08,20,Unanswered,0,"[""28-03-2023 07:28:54""]",Unanswered,19
Student 09,1,option_1,1,"[""28-03-2023 07:22:38"", ""28-03-2023 07:28:56"", ""28-03-2023 07:32:45""]","[[""option_1"", ""28-03-2023 07:22:47""]]",11
Student 09,2,option_3,0,"[""28-03-2023 07:22:47"", ""28-03-2023 07:28:56"", ""28-03-2023 07:28:57"", ""28-03-2023 07:32:45"", ""28-03-2023 07:32:46""]","[[""option_3"", ""28-03-2023 07:22:57""]]",9
Student 09,3,option_4,1,"[""28-03-2023 07:22:57"", ""28-03-2023 07:28:56"", ""28-03-2023 07:28:58"", ""28-03-2023 07:32:44"", ""28-03-2023 07:32:46""]","[[""option_4"", ""28-03-2023 07:23:23""]]",28
Student 09,4,option_2,1,"[""28-03-2023 07:23:23"", ""28-03-2023 07:28:54"", ""28-03-2023 07:32:43"", ""28-03-2023 07:32:47""]","[[""option_2"", ""28-03-2023 07:23:29""]]",6
Student 09,5,option_3,1,"[""28-03-2023 07:23:29"", ""28-03-2023 07:28:52"", ""28-03-2023 07:32:42"", ""28-03-2023 07:32:47""]","[[""option_3"", ""28-03-2023 07:23:34""]]",8
Student 09,6,option_4,0,"[""28-03-2023 07:23:34"", ""28-03-2023 07:28:51"", ""28-03-2023 07:32:41"", ""28-03-2023 07:32:47""]","[[""option_4"", ""28-03-2023 07:23:48""]]",15
Student 09,7,option_2,1,"[""28-03-2023 07:23:48"", ""28-03-2023 07:28:49"", ""28-03-2023 07:32:40"", ""28-03-2023 07:32:47""]","[[""option_2"", ""28-03-2023 07:24:12""]]",28
Student 09,8,option_2,1,"[""28-03-2023 07:24:12"", ""28-03-2023 07:28:49"", ""28-03-2023 07:32:39"", ""28-03-2023 07:32:48""]","[[""option_2"", ""28-03-2023 07:24:20""]]",7
Student 09,9,option_2,1,"[""28-03-2023 07:24:20"", ""28-03-2023 07:28:46"", ""28-03-2023 07:28:48"", ""28-03-2023 07:32:38"", ""28-03-2023 07:32:48""]","[[""option_2"", ""28-03-2023 07:24:35""]]",20
Student 09,10,option_1,0,"[""28-03-2023 07:24:35"", ""28-03-2023 07:28:42"", ""28-03-2023 07:28:46"", ""28-03-2023 07:28:46"", ""28-03-2023 07:32:37""]","[[""option_1"", ""28-03-2023 07:25:02""]]",28
Student 09,11,option_2,1,"[""28-03-2023 07:25:02"", ""28-03-2023 07:28:38"", ""28-03-2023 07:28:43"", ""28-03-2023 07:32:37""]","[[""option_2"", ""28-03-2023 07:25:39""]]",43
Student 09,12,option_3,1,"[""28-03-2023 07:25:39"", ""28-03-2023 07:28:30"", ""28-03-2023 07:28:37"", ""28-03-2023 07:32:36""]","[[""option_3"", ""28-03-2023 07:25:44""]]",5
Student 09,13,option_2,1,"[""28-03-2023 07:25:44"", ""28-03-2023 07:28:28"", ""28-03-2023 07:28:30"", ""28-03-2023 07:32:35""]","[[""option_2"", ""28-03-2023 07:25:51""]]",16
Student 09,14,option_3,0,"[""28-03-2023 07:25:51"", ""28-03-2023 07:28:26"", ""28-03-2023 07:28:59"", ""28-03-2023 07:32:35""]","[[""option_3"", ""28-03-2023 07:26:00""]]",11
Student 09,15,option_2,1,"[""28-03-2023 07:26:00"", ""28-03-2023 07:28:26"", ""28-03-2023 07:29:00"", ""28-03-2023 07:32:34""]","[[""option_2"", ""28-03-2023 07:26:07""]]",10
Student 09,16,option_1,1,"[""28-03-2023 07:26:07"", ""28-03-2023 07:28:23"", ""28-03-2023 07:28:24"", ""28-03-2023 07:29:04"", ""28-03-2023 07:32:33""]","[[""option_1"", ""28-03-2023 07:26:13""]]",6
Student 09,17,option_1,1,"[""28-03-2023 07:26:13"", ""28-03-2023 07:28:23"", ""28-03-2023 07:28:23"", ""28-03-2023 07:29:04"", ""28-03-2023 07:29:51"", ""28-03-2023 07:30:34"", ""28-03-2023 07:30:55"", ""28-03-2023 07:32:33""]","[[""option_1"", ""28-03-2023 07:26:22""]]",14
